index,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
10806,38,management,married,tertiary,0,-558,yes,0,cellular,21,7,1,-1,0,unknown,0
10807,38,admin.,married,secondary,0,3632,yes,1,cellular,13,5,1,-1,0,unknown,0
10808,47,technician,divorced,secondary,0,450,no,0,unknown,11,6,5,-1,0,unknown,0
10809,34,self-employed,married,tertiary,0,97,yes,0,cellular,28,7,6,-1,0,unknown,0
10810,34,technician,married,secondary,0,-136,yes,1,cellular,12,8,2,-1,0,unknown,0
10811,38,services,married,primary,0,-93,yes,0,unknown,3,6,1,-1,0,unknown,0
10812,51,management,married,tertiary,0,12,no,0,unknown,6,6,4,-1,0,unknown,0
10813,45,management,married,tertiary,0,7154,yes,0,cellular,19,11,3,111,3,failure,0
10814,41,entrepreneur,married,primary,0,740,yes,0,unknown,30,5,3,-1,0,unknown,0
10815,46,admin.,married,secondary,0,-121,yes,1,cellular,8,7,4,-1,0,unknown,0
10816,27,blue-collar,single,secondary,0,3675,no,0,unknown,12,5,2,-1,0,unknown,0
10817,30,technician,single,secondary,0,13,no,0,cellular,21,8,1,-1,0,unknown,0
10818,30,admin.,married,tertiary,0,-750,no,0,cellular,15,5,3,-1,0,unknown,0
10819,31,services,single,secondary,0,1709,no,1,telephone,28,1,3,-1,0,unknown,1
10820,37,services,single,secondary,0,1045,no,0,cellular,17,3,2,41,1,failure,1
10821,32,technician,single,tertiary,0,705,yes,0,cellular,25,5,2,35,4,failure,1
10822,55,management,single,tertiary,0,4847,yes,0,cellular,21,11,4,106,2,other,0
10823,56,services,married,secondary,0,2658,yes,0,unknown,15,5,1,-1,0,unknown,0
10824,52,services,married,secondary,0,431,no,0,cellular,26,8,17,-1,0,unknown,0
10825,35,management,single,tertiary,0,550,yes,0,unknown,6,5,2,-1,0,unknown,0
10826,36,housemaid,married,primary,0,4324,yes,0,cellular,18,11,4,127,4,failure,0
10827,54,retired,divorced,tertiary,0,6102,yes,1,unknown,21,5,6,-1,0,unknown,0
10828,43,technician,single,tertiary,0,317,yes,0,cellular,18,7,1,-1,0,unknown,0
10829,40,technician,single,tertiary,0,-89,yes,0,unknown,28,5,4,-1,0,unknown,0
10830,32,management,married,tertiary,0,8929,no,0,cellular,11,3,1,-1,0,unknown,1
10831,51,management,married,tertiary,0,-892,yes,1,cellular,14,8,2,-1,0,unknown,0
10832,36,services,single,secondary,0,1227,yes,1,cellular,4,5,5,341,3,failure,1
10833,54,blue-collar,married,primary,0,946,no,0,cellular,27,8,9,-1,0,unknown,0
10834,33,blue-collar,single,secondary,0,38,yes,0,telephone,12,5,4,371,1,other,0
10835,35,management,married,tertiary,1,8,yes,0,cellular,22,7,3,-1,0,unknown,0
10836,26,technician,single,secondary,0,831,no,1,cellular,23,7,13,-1,0,unknown,0
10837,34,unemployed,married,secondary,0,978,no,0,cellular,3,6,2,71,1,success,1
10838,40,unemployed,single,secondary,0,356,yes,0,cellular,4,5,2,339,2,failure,0
10839,47,management,married,primary,0,2793,yes,0,telephone,25,7,4,-1,0,unknown,0
10840,31,technician,single,tertiary,0,969,no,0,cellular,15,6,1,-1,0,unknown,0
10841,56,retired,divorced,secondary,0,1005,no,1,cellular,30,7,4,-1,0,unknown,0
10842,30,technician,single,tertiary,0,975,yes,0,unknown,26,5,1,-1,0,unknown,0
10843,29,blue-collar,single,secondary,0,348,yes,0,unknown,9,5,2,-1,0,unknown,0
10844,52,self-employed,married,secondary,0,-488,yes,0,unknown,29,5,1,-1,0,unknown,0
10845,53,blue-collar,married,secondary,0,2531,yes,0,cellular,7,4,1,-1,0,unknown,0
10846,31,technician,married,secondary,0,54,no,0,cellular,7,8,2,-1,0,unknown,0
10847,29,management,married,tertiary,0,1441,yes,0,cellular,4,2,2,-1,0,unknown,1
10848,39,services,married,tertiary,0,1493,no,0,cellular,9,2,3,-1,0,unknown,1
10849,57,unemployed,married,secondary,0,890,no,0,cellular,5,2,4,-1,0,unknown,0
10850,32,technician,single,tertiary,0,632,yes,0,cellular,28,8,7,-1,0,unknown,0
10851,25,self-employed,single,tertiary,0,453,yes,0,cellular,17,7,1,-1,0,unknown,0
10852,34,technician,married,tertiary,0,5547,yes,0,cellular,19,8,6,-1,0,unknown,0
10853,55,self-employed,married,secondary,0,39,no,0,unknown,17,6,1,-1,0,unknown,0
10854,47,self-employed,married,tertiary,0,1245,no,0,cellular,26,8,15,-1,0,unknown,0
10855,56,entrepreneur,married,tertiary,0,1297,yes,0,unknown,16,5,1,-1,0,unknown,0
10856,44,admin.,divorced,secondary,0,66,yes,0,unknown,5,5,1,-1,0,unknown,0
10857,39,technician,married,secondary,0,-295,yes,0,unknown,2,6,1,-1,0,unknown,0
10858,29,management,divorced,tertiary,0,415,yes,1,unknown,28,5,4,-1,0,unknown,0
10859,55,technician,married,tertiary,0,-466,yes,0,cellular,15,5,1,-1,0,unknown,1
10860,57,technician,divorced,secondary,0,1244,yes,0,cellular,18,7,1,-1,0,unknown,0
10861,56,blue-collar,married,secondary,0,300,no,0,cellular,20,8,3,-1,0,unknown,0
10862,40,unemployed,divorced,secondary,0,507,yes,0,cellular,2,2,1,266,7,failure,0
10863,38,entrepreneur,married,tertiary,0,1110,yes,0,cellular,20,11,2,183,2,failure,1
10864,42,blue-collar,married,primary,0,984,yes,0,unknown,29,5,1,-1,0,unknown,0
10865,41,services,divorced,secondary,0,1400,no,0,cellular,28,1,1,-1,0,unknown,0
10866,60,self-employed,married,primary,0,362,no,1,cellular,29,7,6,-1,0,unknown,1
10867,40,technician,married,secondary,0,312,no,0,cellular,25,5,7,-1,0,unknown,1
10868,46,technician,married,tertiary,0,-369,yes,1,cellular,6,2,4,-1,0,unknown,0
10869,35,admin.,married,unknown,0,1055,no,0,cellular,2,3,2,-1,0,unknown,0
10870,50,self-employed,married,secondary,0,1138,no,0,cellular,14,8,10,-1,0,unknown,0
10871,34,blue-collar,married,unknown,0,0,yes,0,cellular,7,5,1,-1,0,unknown,0
10872,41,management,married,tertiary,0,1387,yes,0,cellular,18,5,2,-1,0,unknown,0
10873,41,management,married,tertiary,0,1409,no,0,cellular,5,8,1,-1,0,unknown,0
10874,35,blue-collar,married,secondary,0,274,yes,1,unknown,20,5,1,-1,0,unknown,0
10875,34,technician,married,secondary,0,2959,no,0,cellular,13,8,5,-1,0,unknown,0
10876,56,technician,married,tertiary,0,73,no,0,cellular,21,8,4,-1,0,unknown,1
10877,59,housemaid,married,primary,0,5,no,1,telephone,22,7,2,-1,0,unknown,0
10878,53,blue-collar,married,secondary,0,1777,yes,0,unknown,20,6,1,-1,0,unknown,0
10879,41,management,married,tertiary,0,2251,no,0,cellular,26,8,9,-1,0,unknown,0
10880,36,admin.,married,secondary,0,1314,yes,0,cellular,17,7,3,-1,0,unknown,0
10881,35,management,married,secondary,0,2311,yes,0,cellular,5,5,1,167,1,failure,0
10882,40,technician,married,secondary,1,-432,yes,1,cellular,20,8,3,-1,0,unknown,0
10883,54,management,married,tertiary,0,313,yes,0,unknown,5,5,2,-1,0,unknown,0
10884,72,retired,divorced,tertiary,0,438,no,0,cellular,23,2,1,-1,0,unknown,1
10885,37,admin.,married,tertiary,0,801,no,0,cellular,11,8,7,-1,0,unknown,0
10886,31,self-employed,married,tertiary,1,147,yes,0,cellular,11,5,5,-1,0,unknown,0
10887,39,technician,single,secondary,0,506,yes,0,cellular,7,7,2,-1,0,unknown,1
10888,29,technician,single,secondary,0,382,no,0,cellular,27,8,3,202,3,other,0
10889,30,self-employed,single,tertiary,0,1495,no,0,cellular,6,8,2,-1,0,unknown,0
10890,60,retired,married,secondary,0,523,no,0,cellular,13,8,3,-1,0,unknown,1
10891,51,services,married,secondary,0,421,yes,0,cellular,15,4,2,-1,0,unknown,0
10892,52,blue-collar,married,secondary,0,148,yes,0,unknown,13,5,1,-1,0,unknown,0
10893,37,blue-collar,married,primary,0,175,yes,1,cellular,4,2,2,272,3,other,0
10894,59,retired,married,primary,0,741,no,0,cellular,19,11,2,152,2,failure,0
10895,39,technician,married,secondary,0,0,yes,1,cellular,21,11,1,-1,0,unknown,0
10896,26,management,single,primary,0,71,no,0,unknown,17,6,2,-1,0,unknown,0
10897,30,unemployed,married,tertiary,0,4696,yes,0,cellular,25,7,1,-1,0,unknown,0
10898,30,management,married,tertiary,0,20,no,0,cellular,26,8,10,-1,0,unknown,0
10899,36,admin.,single,secondary,0,0,yes,1,unknown,16,5,1,-1,0,unknown,0
10900,52,technician,married,secondary,0,383,no,1,cellular,18,7,1,-1,0,unknown,0
10901,32,admin.,married,tertiary,0,0,yes,0,cellular,21,11,1,-1,0,unknown,0
10902,51,blue-collar,married,secondary,0,1840,yes,0,cellular,18,8,3,-1,0,unknown,0
10903,50,management,married,secondary,0,125,yes,1,cellular,14,5,5,-1,0,unknown,0
10904,51,retired,married,secondary,0,-14,no,1,cellular,21,7,5,-1,0,unknown,0
10905,46,admin.,married,unknown,0,5511,no,0,cellular,26,7,2,389,1,success,1
10906,53,blue-collar,married,unknown,0,111,no,0,unknown,20,6,3,-1,0,unknown,0
10907,41,management,single,tertiary,0,1373,no,0,cellular,30,7,2,-1,0,unknown,0
10908,76,housemaid,married,primary,0,1483,no,0,cellular,2,8,4,-1,0,unknown,0
10909,25,management,married,tertiary,0,127,yes,0,cellular,18,5,2,-1,0,unknown,0
10910,53,admin.,divorced,secondary,0,0,yes,1,cellular,6,8,1,98,2,failure,1
10911,29,blue-collar,married,secondary,0,424,yes,1,unknown,14,5,2,-1,0,unknown,0
10912,53,retired,single,tertiary,0,888,yes,0,cellular,9,7,1,-1,0,unknown,0
10913,53,self-employed,married,tertiary,0,2627,yes,1,unknown,16,6,30,-1,0,unknown,0
10914,34,admin.,married,secondary,0,0,yes,0,telephone,10,7,1,-1,0,unknown,0
10915,47,technician,married,secondary,0,80,no,1,unknown,25,6,1,-1,0,unknown,0
10916,44,unemployed,married,tertiary,0,178,no,0,cellular,8,8,2,-1,0,unknown,0
10917,79,housemaid,married,primary,0,0,no,0,cellular,18,8,1,-1,0,unknown,0
10918,53,technician,single,tertiary,0,118,no,0,cellular,14,7,3,-1,0,unknown,0
10919,36,blue-collar,married,secondary,0,108,yes,0,cellular,5,5,1,-1,0,unknown,0
10920,56,management,married,tertiary,0,505,yes,1,cellular,5,5,1,169,3,failure,0
10921,29,technician,single,tertiary,0,7,yes,0,cellular,29,7,5,-1,0,unknown,0
10922,31,management,single,tertiary,0,1017,no,0,cellular,2,2,1,-1,0,unknown,0
10923,35,services,married,secondary,0,347,yes,0,cellular,6,5,4,-1,0,unknown,0
10924,50,blue-collar,married,primary,0,4979,no,0,telephone,6,4,1,-1,0,unknown,1
10925,32,blue-collar,married,secondary,0,476,yes,0,cellular,23,7,9,-1,0,unknown,1
10926,31,services,married,secondary,0,246,yes,0,unknown,16,5,2,-1,0,unknown,0
10927,37,admin.,divorced,secondary,0,506,yes,0,cellular,2,2,2,273,1,failure,0
10928,63,retired,married,unknown,0,2193,no,0,telephone,21,4,4,-1,0,unknown,1
10929,53,management,married,tertiary,0,1319,yes,0,cellular,16,4,1,150,1,failure,0
10930,31,technician,single,tertiary,0,56,no,0,unknown,15,5,3,-1,0,unknown,0
10931,34,services,married,secondary,0,9,yes,0,cellular,17,7,1,-1,0,unknown,0
10932,45,blue-collar,married,primary,0,0,yes,0,telephone,24,7,1,-1,0,unknown,0
10933,29,admin.,single,secondary,0,210,no,1,cellular,8,7,1,-1,0,unknown,0
10934,35,blue-collar,married,secondary,0,-151,yes,0,cellular,5,2,2,-1,0,unknown,0
10935,40,admin.,divorced,secondary,0,2550,yes,0,unknown,2,6,2,-1,0,unknown,0
10936,46,technician,married,secondary,0,49,yes,0,unknown,30,5,3,-1,0,unknown,0
10937,33,management,single,tertiary,0,259,no,0,cellular,8,4,6,-1,0,unknown,0
10938,53,admin.,married,secondary,0,2851,no,1,telephone,1,6,1,119,1,failure,0
10939,25,unemployed,single,secondary,0,-230,yes,0,cellular,21,7,1,-1,0,unknown,0
10940,43,blue-collar,married,primary,0,188,yes,0,cellular,12,5,3,347,5,failure,0
10941,43,blue-collar,married,primary,0,-404,yes,1,cellular,12,5,2,306,1,failure,0
10942,32,technician,single,tertiary,0,5514,no,0,cellular,22,4,1,182,1,success,1
10943,31,management,single,tertiary,0,37,no,0,cellular,8,8,2,-1,0,unknown,1
10944,30,services,married,secondary,0,702,yes,0,unknown,21,5,1,-1,0,unknown,0
10945,32,services,married,secondary,0,0,no,0,cellular,31,7,6,-1,0,unknown,0
10946,50,technician,divorced,secondary,0,-701,yes,1,cellular,24,7,1,-1,0,unknown,0
10947,51,services,married,secondary,0,-709,yes,1,telephone,23,7,1,-1,0,unknown,0
10948,51,retired,married,secondary,0,965,yes,0,cellular,28,1,1,-1,0,unknown,0
10949,29,admin.,single,secondary,0,854,no,0,cellular,20,7,5,95,1,other,0
10950,27,management,single,tertiary,0,6791,no,0,cellular,5,8,2,69,26,other,1
10951,61,retired,divorced,secondary,0,927,no,0,cellular,30,4,3,-1,0,unknown,1
10952,35,self-employed,single,tertiary,0,4693,yes,0,cellular,21,11,5,-1,0,unknown,0
10953,47,technician,divorced,secondary,0,84,no,0,cellular,8,8,2,-1,0,unknown,0
10954,50,technician,married,tertiary,0,2313,no,0,cellular,5,8,1,-1,0,unknown,1
10955,68,retired,married,secondary,0,1146,no,0,cellular,3,3,2,110,3,success,1
10956,38,student,single,unknown,0,64,no,0,cellular,6,8,1,-1,0,unknown,0
10957,29,management,single,tertiary,0,1673,no,0,cellular,16,8,2,159,3,other,0
10958,33,technician,single,secondary,0,3806,yes,0,cellular,8,5,3,-1,0,unknown,0
10959,51,self-employed,married,secondary,0,-201,no,1,cellular,9,7,2,-1,0,unknown,0
10960,62,technician,married,secondary,0,973,no,0,cellular,2,2,1,-1,0,unknown,1
10961,38,management,married,tertiary,0,184,no,0,cellular,6,8,2,-1,0,unknown,0
10962,32,management,single,tertiary,0,3289,no,0,cellular,8,10,2,179,2,failure,0
10963,37,management,married,secondary,0,565,no,0,cellular,6,8,1,93,3,failure,1
10964,31,student,single,secondary,0,0,no,0,cellular,22,9,1,-1,0,unknown,0
10965,36,blue-collar,married,primary,0,38,yes,1,cellular,13,5,2,335,1,other,0
10966,54,housemaid,divorced,primary,0,2253,yes,0,cellular,5,2,1,196,1,failure,0
10967,32,housemaid,married,secondary,0,0,no,0,cellular,21,8,2,-1,0,unknown,0
10968,33,self-employed,single,tertiary,0,94,yes,0,cellular,5,5,2,-1,0,unknown,1
10969,47,technician,married,secondary,0,1981,yes,0,cellular,21,7,2,-1,0,unknown,1
10970,57,unemployed,married,secondary,0,2299,no,0,cellular,12,11,3,-1,0,unknown,0
10971,29,student,single,tertiary,0,80,yes,0,cellular,15,5,5,361,1,failure,0
10972,33,technician,married,secondary,0,181,yes,1,telephone,28,7,2,-1,0,unknown,0
10973,58,blue-collar,married,primary,0,3,no,1,telephone,29,7,16,-1,0,unknown,0
10974,38,management,married,tertiary,0,-70,yes,0,cellular,30,1,1,2,3,other,0
10975,37,entrepreneur,married,secondary,0,1290,no,0,cellular,9,2,2,-1,0,unknown,0
10976,48,unknown,married,unknown,0,558,no,0,cellular,25,8,6,-1,0,unknown,0
10977,34,entrepreneur,married,secondary,0,3119,yes,0,unknown,21,5,4,-1,0,unknown,0
10978,29,self-employed,married,tertiary,0,1,no,0,cellular,18,7,3,-1,0,unknown,0
10979,47,blue-collar,married,primary,0,-169,no,1,cellular,13,5,1,349,3,failure,0
10980,42,services,married,secondary,0,59,no,0,cellular,28,8,13,-1,0,unknown,0
10981,38,management,divorced,secondary,0,257,yes,0,cellular,30,4,1,-1,0,unknown,1
10982,52,services,married,primary,0,-585,yes,1,unknown,27,5,2,-1,0,unknown,0
10983,58,management,married,tertiary,0,6711,no,0,cellular,16,6,3,-1,0,unknown,0
10984,51,technician,married,secondary,0,1113,no,1,cellular,8,8,4,-1,0,unknown,0
10985,50,blue-collar,married,unknown,0,605,yes,0,unknown,15,5,1,-1,0,unknown,0
10986,30,unknown,single,primary,0,13052,no,0,unknown,4,6,1,-1,0,unknown,0
10987,37,management,married,tertiary,0,26,no,0,cellular,16,4,4,-1,0,unknown,0
10988,36,technician,married,tertiary,0,71,no,0,cellular,19,8,2,-1,0,unknown,0
10989,25,blue-collar,married,secondary,0,109,yes,0,unknown,16,5,1,-1,0,unknown,0
10990,33,management,married,tertiary,0,584,yes,0,cellular,7,8,3,-1,0,unknown,0
10991,23,services,single,secondary,0,0,yes,0,unknown,29,5,4,-1,0,unknown,0
10992,47,technician,married,secondary,0,335,no,0,cellular,4,5,1,76,1,success,1
10993,26,services,single,tertiary,0,12,no,0,cellular,15,12,4,186,6,success,0
10994,41,management,married,tertiary,0,1304,yes,0,unknown,5,6,3,-1,0,unknown,0
10995,33,technician,single,tertiary,0,1190,yes,0,cellular,17,4,2,252,4,failure,0
10996,48,blue-collar,divorced,secondary,0,271,yes,1,cellular,24,7,1,-1,0,unknown,0
10997,42,unemployed,married,secondary,0,396,no,1,unknown,20,6,2,-1,0,unknown,0
10998,28,technician,single,tertiary,0,-481,yes,1,cellular,2,2,1,-1,0,unknown,0
10999,59,retired,married,secondary,0,1341,no,0,cellular,27,8,2,97,1,other,0
11000,38,admin.,married,secondary,0,664,yes,0,unknown,14,5,2,-1,0,unknown,0
11001,40,management,married,tertiary,0,0,yes,0,cellular,28,7,11,-1,0,unknown,0
11002,31,blue-collar,married,secondary,0,1361,yes,0,unknown,20,6,4,-1,0,unknown,0
11003,49,technician,single,unknown,0,443,no,0,unknown,20,6,11,-1,0,unknown,0
11004,40,services,married,secondary,0,87,yes,1,cellular,31,7,4,-1,0,unknown,0
11005,48,admin.,married,secondary,0,660,no,0,cellular,18,2,1,561,2,success,1
11006,38,services,single,primary,0,-87,yes,0,cellular,13,5,1,-1,0,unknown,0
11007,58,blue-collar,married,secondary,0,928,no,0,cellular,15,7,3,-1,0,unknown,0
11008,41,blue-collar,married,primary,0,389,yes,0,unknown,16,6,2,-1,0,unknown,0
11009,33,technician,single,tertiary,0,2565,yes,0,cellular,13,5,2,-1,0,unknown,0
11010,30,management,single,tertiary,0,370,no,0,cellular,22,8,2,-1,0,unknown,0
11011,30,management,single,tertiary,0,223,no,0,cellular,6,8,3,-1,0,unknown,0
11012,82,retired,divorced,primary,0,0,no,0,cellular,6,8,3,295,1,failure,0
11013,28,blue-collar,single,primary,0,-457,yes,0,unknown,15,5,9,-1,0,unknown,0
11014,44,services,divorced,secondary,0,0,no,1,cellular,17,7,17,-1,0,unknown,0
11015,59,retired,married,secondary,0,2291,no,1,cellular,19,11,1,128,3,failure,0
11016,35,technician,married,tertiary,0,1526,yes,0,cellular,2,2,2,217,4,failure,0
11017,53,retired,married,primary,0,383,yes,0,unknown,14,5,1,-1,0,unknown,0
11018,54,housemaid,divorced,tertiary,0,9,no,1,cellular,29,7,3,-1,0,unknown,0
11019,55,blue-collar,divorced,secondary,0,496,no,1,cellular,28,7,4,-1,0,unknown,0
11020,44,management,married,tertiary,0,1034,no,0,cellular,17,11,1,-1,0,unknown,0
11021,37,management,married,tertiary,0,0,yes,0,unknown,7,5,1,-1,0,unknown,0
11022,29,services,single,secondary,0,79,yes,0,cellular,6,5,1,334,3,other,0
11023,60,retired,married,primary,0,17413,no,0,unknown,9,6,1,-1,0,unknown,0
11024,30,admin.,single,secondary,0,60,no,0,cellular,29,1,2,-1,0,unknown,0
11025,71,retired,divorced,tertiary,1,1236,yes,0,cellular,14,9,4,-1,0,unknown,1
11026,30,blue-collar,married,secondary,0,378,yes,0,cellular,14,5,2,-1,0,unknown,1
11027,37,blue-collar,single,secondary,0,180,yes,0,cellular,8,5,2,-1,0,unknown,0
11028,32,services,divorced,secondary,0,41,yes,0,cellular,3,2,4,187,11,other,0
11029,28,blue-collar,single,secondary,0,1348,yes,0,cellular,6,8,2,-1,0,unknown,1
11030,58,retired,married,unknown,0,928,no,0,telephone,4,8,2,-1,0,unknown,0
11031,55,technician,married,secondary,0,57,yes,0,unknown,12,6,12,-1,0,unknown,0
11032,33,management,married,secondary,0,4385,no,1,cellular,4,7,1,-1,0,unknown,0
11033,40,management,married,tertiary,0,-83,yes,1,cellular,11,7,2,-1,0,unknown,0
11034,60,blue-collar,married,primary,0,1262,yes,1,unknown,13,5,1,-1,0,unknown,1
11035,54,management,married,tertiary,0,446,no,0,cellular,2,6,2,91,8,failure,0
11036,38,admin.,married,tertiary,0,69,no,0,cellular,17,4,2,-1,0,unknown,0
11037,39,entrepreneur,married,secondary,0,0,yes,0,unknown,15,5,10,-1,0,unknown,0
11038,44,self-employed,married,tertiary,0,4411,yes,0,cellular,19,11,1,-1,0,unknown,0
11039,28,technician,married,secondary,0,655,yes,0,unknown,9,5,2,-1,0,unknown,0
11040,52,admin.,single,secondary,0,-528,yes,1,cellular,1,6,2,-1,0,unknown,1
11041,69,retired,married,unknown,0,647,no,0,telephone,27,3,1,-1,0,unknown,0
11042,34,services,married,secondary,0,1270,yes,0,unknown,21,5,3,-1,0,unknown,0
11043,51,management,married,tertiary,0,2635,no,0,cellular,8,3,2,188,3,success,0
11044,42,management,married,tertiary,0,344,yes,1,unknown,4,6,2,-1,0,unknown,0
11045,40,services,single,secondary,1,-306,yes,0,unknown,23,5,1,-1,0,unknown,0
11046,55,management,married,primary,0,229,no,1,unknown,9,6,3,-1,0,unknown,0
11047,42,blue-collar,married,unknown,0,1323,yes,0,unknown,19,5,1,-1,0,unknown,0
11048,43,services,married,secondary,0,41,yes,1,unknown,5,5,2,-1,0,unknown,0
11049,30,management,single,tertiary,0,0,yes,0,cellular,5,5,1,342,7,failure,0
11050,32,blue-collar,married,secondary,0,-63,yes,0,unknown,30,5,1,-1,0,unknown,0
11051,30,services,single,secondary,0,603,yes,1,unknown,2,6,2,-1,0,unknown,0
11052,31,management,single,tertiary,0,6495,no,0,cellular,4,5,2,35,3,failure,0
11053,50,blue-collar,single,secondary,0,708,yes,0,unknown,15,5,1,-1,0,unknown,0
11054,24,technician,single,secondary,0,2019,yes,0,unknown,4,6,1,-1,0,unknown,0
11055,32,management,married,tertiary,0,3,yes,0,cellular,31,7,27,-1,0,unknown,0
11056,30,technician,single,secondary,0,426,yes,0,telephone,17,11,4,111,6,failure,0
11057,33,blue-collar,married,primary,0,1209,yes,0,cellular,16,4,1,-1,0,unknown,0
11058,35,entrepreneur,single,tertiary,0,-880,no,1,cellular,24,7,3,-1,0,unknown,0
11059,47,blue-collar,married,secondary,0,947,no,1,cellular,29,8,17,-1,0,unknown,0
11060,59,retired,married,primary,0,1393,yes,1,cellular,13,8,1,-1,0,unknown,0
11061,52,management,single,tertiary,0,2290,no,0,cellular,30,4,2,268,2,other,0
11062,34,management,married,primary,0,2200,no,0,cellular,20,11,1,-1,0,unknown,0
11063,30,blue-collar,married,secondary,0,6,yes,0,cellular,28,1,3,-1,0,unknown,0
11064,38,admin.,married,secondary,0,3732,yes,0,unknown,21,5,2,-1,0,unknown,0
11065,52,services,married,unknown,0,337,yes,0,unknown,19,5,3,-1,0,unknown,0
11066,37,unemployed,single,tertiary,0,1291,no,0,cellular,5,8,1,97,2,success,1
11067,44,technician,married,secondary,0,0,yes,0,cellular,24,7,1,-1,0,unknown,0
11068,60,blue-collar,married,primary,0,686,yes,0,unknown,17,6,2,-1,0,unknown,0
11069,32,blue-collar,married,secondary,0,536,yes,0,unknown,9,5,2,-1,0,unknown,0
11070,34,services,single,secondary,0,719,yes,0,unknown,15,5,3,-1,0,unknown,0
11071,59,blue-collar,married,primary,0,914,no,0,cellular,11,8,8,-1,0,unknown,0
11072,56,technician,married,unknown,0,84,yes,0,cellular,13,5,2,370,1,failure,0
11073,52,blue-collar,married,primary,0,-133,no,0,unknown,5,6,2,-1,0,unknown,0
11074,39,admin.,married,secondary,0,150,no,0,cellular,3,6,4,-1,0,unknown,1
11075,40,housemaid,divorced,secondary,0,108,no,0,unknown,9,5,1,-1,0,unknown,0
11076,60,retired,married,secondary,0,194,no,1,cellular,30,7,5,-1,0,unknown,0
11077,57,entrepreneur,married,secondary,0,9902,no,0,cellular,18,6,3,-1,0,unknown,0
11078,46,self-employed,married,secondary,0,0,no,1,telephone,25,7,2,-1,0,unknown,0
11079,33,blue-collar,divorced,secondary,0,126,yes,0,unknown,7,5,3,-1,0,unknown,0
11080,46,management,married,secondary,0,36,yes,0,unknown,16,5,1,-1,0,unknown,0
11081,46,management,married,secondary,0,1299,yes,0,cellular,14,7,2,-1,0,unknown,0
11082,60,retired,married,secondary,0,5267,no,0,cellular,4,9,1,-1,0,unknown,1
11083,31,services,single,unknown,0,347,yes,0,cellular,5,2,3,260,1,failure,0
11084,66,housemaid,married,primary,0,922,no,0,telephone,2,11,4,101,4,other,0
11085,36,blue-collar,married,secondary,0,306,no,0,cellular,31,7,3,-1,0,unknown,0
11086,28,blue-collar,married,secondary,0,1590,no,0,cellular,5,5,4,-1,0,unknown,0
11087,58,unemployed,married,primary,0,3884,no,0,unknown,9,7,8,-1,0,unknown,0
11088,31,management,married,tertiary,0,877,no,0,cellular,9,9,1,92,8,success,1
11089,28,admin.,single,tertiary,0,832,no,0,telephone,29,3,3,342,1,failure,1
11090,38,technician,married,secondary,0,79,yes,0,cellular,20,8,2,-1,0,unknown,0
11091,30,admin.,single,secondary,0,3809,yes,0,unknown,3,6,4,-1,0,unknown,0
11092,56,entrepreneur,married,unknown,0,0,no,0,unknown,20,6,8,-1,0,unknown,0
11093,41,blue-collar,married,secondary,0,427,yes,1,cellular,14,5,2,-1,0,unknown,0
11094,32,management,married,secondary,0,3935,yes,0,unknown,29,5,2,-1,0,unknown,0
11095,50,housemaid,single,secondary,0,799,no,0,telephone,28,1,1,-1,0,unknown,0
11096,26,retired,single,secondary,0,530,no,0,cellular,30,4,1,-1,0,unknown,0
11097,41,admin.,divorced,secondary,0,110,yes,1,cellular,5,2,2,-1,0,unknown,0
11098,42,services,single,tertiary,0,94,yes,0,cellular,11,8,2,90,4,failure,1
11099,30,technician,single,tertiary,0,6683,no,0,cellular,30,1,1,-1,0,unknown,0
11100,53,management,married,tertiary,0,1624,no,0,cellular,30,4,3,84,3,success,1
11101,34,technician,married,secondary,0,0,yes,0,cellular,3,8,1,470,2,failure,1
11102,44,housemaid,married,primary,0,26,yes,0,cellular,23,7,2,-1,0,unknown,0
11103,32,technician,single,secondary,0,309,yes,1,cellular,16,4,1,234,3,failure,0
11104,35,technician,married,secondary,0,-67,yes,0,cellular,17,7,6,-1,0,unknown,0
11105,41,admin.,married,secondary,0,1245,no,0,unknown,18,6,3,-1,0,unknown,0
11106,59,retired,married,primary,0,1064,yes,0,cellular,6,5,2,-1,0,unknown,0
11107,32,blue-collar,single,primary,0,2829,yes,0,cellular,5,5,1,-1,0,unknown,0
11108,53,management,married,tertiary,0,1102,no,0,cellular,24,7,1,-1,0,unknown,0
11109,31,blue-collar,married,primary,1,0,yes,0,unknown,27,5,2,-1,0,unknown,0
11110,42,blue-collar,married,primary,0,325,yes,0,cellular,14,5,4,-1,0,unknown,0
11111,29,services,single,secondary,0,536,yes,0,telephone,2,2,5,-1,0,unknown,0
11112,32,technician,married,secondary,0,1119,no,0,cellular,19,11,2,-1,0,unknown,0
11113,46,admin.,married,secondary,0,1437,yes,0,cellular,12,5,1,-1,0,unknown,0
11114,37,blue-collar,married,secondary,0,454,yes,0,unknown,12,5,1,-1,0,unknown,0
11115,33,management,single,tertiary,0,8514,no,0,cellular,20,8,1,-1,0,unknown,0
11116,54,technician,married,tertiary,0,2883,yes,1,unknown,15,5,3,-1,0,unknown,0
11117,34,management,married,tertiary,0,2374,yes,1,cellular,18,6,2,314,2,failure,1
11118,46,technician,married,secondary,0,332,yes,0,unknown,9,5,1,-1,0,unknown,1
